transaccion_id,usuario_id,banco,timestamp,monto,metodo_pago,categoria_comercio,distrito_home,lat_transaccion,lon_transaccion,distancia_km_home,comercio_nuevo,tx_ultimos_15min,hora_dia,dia_semana,es_fraude
TX_100484,USR_226,Scotiabank,2026-06-28 18:18:05,85.04,Yape,Tecnologia,Santiago de Surco,-11.96882,-77.00118,6.63,0,2,18,6,0
TX_100485,USR_492,BBVA,2026-06-22 06:24:05,11.09,Tarjeta de Debito,Otros,Los Olivos,-12.06256,-77.02788,10.79,0,2,6,0,0
TX_100486,USR_495,Interbank,2026-07-06 12:54:05,53.03,Tarjeta de Credito,Grifos,San Isidro,-12.07167,-76.92551,9.4,0,1,12,0,0
TX_100487,USR_228,Interbank,2026-07-06 19:02:05,472.34,Yape,Grifos,San Isidro,-12.00046,-76.92466,7.94,0,1,19,0,1
TX_100488,USR_157,Scotiabank,2026-06-18 14:36:05,465.67,Transferencia,Tecnologia,Los Olivos,-12.04094,-76.95984,1.29,0,2,14,3,0
TX_100489,USR_221,Banco de la Nacion,2026-07-07 01:02:05,70.16,Plin,Tecnologia,San Isidro,-11.90479,-76.96886,4.84,0,3,1,1,0
TX_100490,USR_100,Scotiabank,2026-07-12 01:24:05,11.61,Yape,Restaurantes,Los Olivos,-12.06094,-76.95326,7.07,0,1,1,6,0
TX_100491,USR_338,BBVA,2026-07-03 12:55:05,34.6,Plin,Grifos,San Isidro,-11.99653,-77.0268,6.08,0,2,12,4,0
TX_100492,USR_389,Scotiabank,2026-07-09 17:31:05,79.69,Transferencia,Restaurantes,Miraflores,-12.07209,-77.0191,4.39,0,3,17,3,0
TX_100493,USR_195,BCP,2026-06-21 06:16:05,447.84,Yape,Restaurantes,Los Olivos,-11.90235,-76.98926,2.79,0,2,6,6,0
TX_100494,USR_225,BBVA,2026-07-12 17:51:05,27.83,Tarjeta de Debito,Casinos,Santiago de Surco,-12.03872,-76.91239,6.35,0,1,17,6,0
TX_100495,USR_217,BBVA,2026-07-01 23:05:05,221.28,Tarjeta de Credito,Otros,Miraflores,-11.99147,-76.9552,4.1,0,2,23,2,1
TX_100496,USR_147,Banco de la Nacion,2026-07-16 07:41:05,22.26,Yape,Supermercados,Santiago de Surco,-12.11832,-76.9898,3.64,0,2,7,3,0
TX_100497,USR_188,Interbank,2026-06-27 19:31:05,601.54,Transferencia,Grifos,San Isidro,-11.96674,-76.94592,5.05,0,2,19,5,0
TX_100498,USR_336,BBVA,2026-06-27 02:13:05,77.1,Yape,Tecnologia,Santiago de Surco,-12.0827,-77.02582,8.77,0,1,2,5,0
TX_100499,USR_472,Interbank,2026-06-20 17:33:05,228.9,Plin,Tecnologia,Miraflores,-12.03785,-76.95391,5.78,0,3,17,5,0
TX_100500,USR_484,Scotiabank,2026-06-26 11:41:05,67.92,Yape,Supermercados,Los Olivos,-11.92922,-77.01786,3.49,0,3,11,4,0
TX_100501,USR_371,BCP,2026-07-16 08:56:05,153.2,Tarjeta de Debito,Grifos,Lima,-11.90736,-77.04407,2.49,1,3,8,3,0
TX_100502,USR_288,Banco de la Nacion,2026-06-20 17:09:05,36.98,Yape,Tecnologia,Santiago de Surco,-12.04386,-76.97806,5.88,0,3,17,5,0
TX_100503,USR_291,Interbank,2026-07-08 22:10:05,28.68,Tarjeta de Credito,Tecnologia,Lima,-11.9413,-76.96262,8.89,0,1,22,2,0
TX_100504,USR_168,BBVA,2026-07-09 01:11:05,422.25,Yape,Casinos,Santiago de Surco,-12.13666,-77.00814,7.27,0,2,1,3,0
TX_100505,USR_377,Interbank,2026-06-22 08:17:05,379.51,Plin,Restaurantes,Santiago de Surco,-11.93811,-76.9869,3.63,0,3,8,0,0
TX_100506,USR_448,BBVA,2026-07-16 05:14:05,332.68,Yape,Tecnologia,Los Olivos,-11.99262,-76.96119,5.36,0,3,5,3,0
TX_100507,USR_346,Interbank,2026-07-03 17:57:05,152.3,Tarjeta de Debito,Otros,San Isidro,-12.02782,-76.94646,9.83,0,1,17,4,0
TX_100508,USR_175,BBVA,2026-07-02 02:09:05,252.75,Transferencia,Grifos,Miraflores,-11.92751,-76.92089,3.13,1,2,2,3,0
TX_100509,USR_253,Scotiabank,2026-07-11 08:17:05,15.73,Yape,Otros,Miraflores,-11.93867,-77.02909,6.16,0,2,8,5,0
TX_100510,USR_243,BBVA,2026-07-04 13:46:05,66.15,Yape,Supermercados,Miraflores,-12.07576,-76.9097,4.69,0,3,13,5,0
TX_100511,USR_185,BBVA,2026-07-07 19:21:05,61.47,Tarjeta de Credito,Casinos,San Isidro,-11.95213,-76.97254,2.57,0,3,19,1,0
TX_100512,USR_284,BCP,2026-07-06 01:25:05,156.44,Tarjeta de Debito,Grifos,Lima,-12.12513,-76.94246,1.6,0,2,1,0,1
TX_100513,USR_384,BBVA,2026-07-11 18:38:05,71.0,Transferencia,Casinos,Miraflores,-11.94431,-76.96005,6.37,0,1,18,5,0
TX_100514,USR_319,BCP,2026-06-19 22:46:05,29.11,Plin,Restaurantes,Lima,-11.98114,-77.05889,1.02,0,2,22,4,0
TX_100515,USR_168,Banco de la Nacion,2026-07-09 13:26:05,141.12,Yape,Tecnologia,San Isidro,-12.12803,-77.08571,2.34,0,2,13,3,0
TX_100516,USR_146,BCP,2026-06-19 19:49:05,257.61,Transferencia,Grifos,San Isidro,-11.97923,-76.95474,4.62,0,3,19,4,0
TX_100517,USR_193,Scotiabank,2026-07-13 07:31:05,77.22,Plin,Supermercados,Los Olivos,-12.00487,-76.99779,1.49,0,1,7,0,0
TX_100518,USR_337,BCP,2026-07-14 02:12:05,26.28,Tarjeta de Debito,Restaurantes,Miraflores,-12.00136,-76.95956,5.06,1,1,2,1,0
TX_100519,USR_303,Banco de la Nacion,2026-06-23 05:04:05,37.85,Tarjeta de Debito,Restaurantes,Los Olivos,-12.07728,-77.00463,2.64,0,1,5,1,0
TX_100520,USR_499,Scotiabank,2026-06-28 05:10:05,45.67,Transferencia,Casinos,Miraflores,-12.08338,-77.03755,4.64,0,3,5,6,0
TX_100521,USR_317,Interbank,2026-07-01 03:20:05,58.48,Plin,Restaurantes,San Isidro,-11.95937,-77.043,8.85,0,1,3,2,0
TX_100522,USR_440,Interbank,2026-06-30 21:25:05,159.42,Tarjeta de Debito,Grifos,San Isidro,-12.0858,-76.95389,7.02,0,1,21,1,0
TX_100523,USR_138,BCP,2026-07-12 15:36:05,142.8,Transferencia,Casinos,Santiago de Surco,-12.03843,-77.04464,5.43,1,3,15,6,0
TX_100524,USR_199,BCP,2026-07-11 17:46:05,183.65,Tarjeta de Debito,Restaurantes,Santiago de Surco,-11.9763,-76.95706,2.19,0,2,17,5,0
TX_100525,USR_388,Banco de la Nacion,2026-06-27 14:41:05,72.53,Tarjeta de Debito,Supermercados,San Isidro,-12.1301,-77.02321,6.95,0,1,14,5,0
TX_100526,USR_353,Banco de la Nacion,2026-07-13 17:21:05,265.59,Tarjeta de Debito,Otros,San Isidro,-12.00136,-76.94582,2.99,0,2,17,0,0
TX_100527,USR_321,BBVA,2026-06-23 10:16:05,39.24,Tarjeta de Credito,Grifos,Lima,-12.00266,-77.07144,2.0,0,1,10,1,0
TX_100528,USR_456,Banco de la Nacion,2026-07-11 12:52:05,99.96,Plin,Supermercados,Lima,-11.97894,-77.059,7.38,0,2,12,5,0
TX_100529,USR_122,BBVA,2026-07-05 03:37:05,247.12,Transferencia,Supermercados,Los Olivos,-12.05752,-76.96282,11.03,0,2,3,6,0
TX_100530,USR_349,Scotiabank,2026-07-08 07:05:05,34.8,Transferencia,Casinos,Santiago de Surco,-12.03776,-76.98795,5.56,0,3,7,2,0
TX_100531,USR_109,BCP,2026-06-21 07:54:05,22.46,Plin,Tecnologia,Santiago de Surco,-12.06751,-77.05922,1.45,0,3,7,6,0
TX_100532,USR_345,Scotiabank,2026-07-13 03:00:05,327.72,Plin,Casinos,San Isidro,-11.94796,-76.91943,10.3,0,1,3,0,0
TX_100533,USR_424,Banco de la Nacion,2026-06-18 18:16:05,67.99,Plin,Grifos,San Isidro,-12.11735,-77.04481,1.86,1,1,18,3,0
TX_100534,USR_199,Scotiabank,2026-06-20 08:04:05,177.74,Plin,Grifos,Los Olivos,-11.90926,-77.01579,10.05,1,3,8,5,0
TX_100535,USR_389,Scotiabank,2026-06-25 21:43:05,8.85,Yape,Casinos,Santiago de Surco,-11.99129,-77.05954,4.99,0,1,21,3,0
TX_100536,USR_279,Scotiabank,2026-06-17 14:14:05,180.7,Transferencia,Tecnologia,Lima,-11.92827,-77.02239,4.77,0,1,14,2,0
TX_100537,USR_322,Banco de la Nacion,2026-07-10 07:48:05,61.99,Yape,Casinos,Miraflores,-12.04344,-77.00167,6.26,0,3,7,4,0
TX_100538,USR_493,Scotiabank,2026-06-24 22:15:05,13.6,Tarjeta de Debito,Grifos,Los Olivos,-12.06693,-77.04095,12.55,0,2,22,2,0
TX_100539,USR_349,BBVA,2026-06-21 06:48:05,146.17,Tarjeta de Debito,Tecnologia,Miraflores,-11.92482,-76.94618,10.7,1,1,6,6,0
TX_100540,USR_246,Banco de la Nacion,2026-07-07 12:12:05,46.32,Transferencia,Grifos,Lima,-12.12528,-77.02121,5.64,0,3,12,1,0
TX_100541,USR_195,Scotiabank,2026-06-20 20:23:05,78.36,Tarjeta de Debito,Tecnologia,Lima,-12.12072,-76.9541,7.71,0,1,20,5,0
TX_100542,USR_356,Banco de la Nacion,2026-07-06 20:20:05,17.6,Plin,Tecnologia,Miraflores,-12.07516,-77.05859,6.59,0,1,20,0,1
TX_100543,USR_424,Interbank,2026-06-25 04:20:05,28.88,Yape,Casinos,Los Olivos,-11.91006,-77.02459,7.69,0,3,4,3,0
TX_100544,USR_103,BBVA,2026-07-13 05:34:05,58.07,Plin,Casinos,Miraflores,-11.99173,-77.09839,9.4,0,3,5,0,0
TX_100545,USR_115,Scotiabank,2026-06-30 16:07:05,19.11,Tarjeta de Debito,Casinos,Los Olivos,-12.01145,-76.94827,1.32,0,1,16,1,0
TX_100546,USR_379,Interbank,2026-06-21 16:56:05,367.58,Yape,Tecnologia,Los Olivos,-11.97366,-76.97482,4.44,0,1,16,6,0
TX_100547,USR_435,Interbank,2026-06-28 09:46:05,5.91,Plin,Tecnologia,San Isidro,-12.04563,-76.93644,12.65,0,2,9,6,0
TX_100548,USR_346,Banco de la Nacion,2026-06-20 23:42:05,104.21,Transferencia,Grifos,Santiago de Surco,-11.96048,-77.00888,12.21,0,2,23,5,0
TX_100549,USR_357,Interbank,2026-07-08 06:25:05,24.73,Plin,Supermercados,Santiago de Surco,-12.05169,-76.94005,0.75,0,3,6,2,0
TX_100550,USR_483,BBVA,2026-07-10 18:00:05,60.16,Tarjeta de Debito,Casinos,Lima,-11.94341,-76.97048,3.35,0,1,18,4,0
TX_100551,USR_259,BBVA,2026-07-05 01:32:05,395.67,Yape,Otros,San Isidro,-12.08318,-77.09928,15.93,0,3,1,6,0
TX_100552,USR_439,BCP,2026-06-17 13:28:05,31.46,Transferencia,Grifos,Santiago de Surco,-12.08061,-77.04926,5.83,0,3,13,2,0
TX_100553,USR_251,BBVA,2026-07-12 17:09:05,511.47,Yape,Grifos,Los Olivos,-12.0194,-77.00122,6.52,0,1,17,6,1
TX_100554,USR_495,Interbank,2026-06-26 07:52:05,39.56,Transferencia,Restaurantes,Los Olivos,-12.04231,-76.97626,3.02,0,2,7,4,0
TX_100555,USR_277,BBVA,2026-07-14 13:38:05,207.97,Yape,Casinos,Miraflores,-11.98797,-77.08688,10.6,0,3,13,1,0
TX_100556,USR_262,Banco de la Nacion,2026-07-09 17:46:05,123.67,Tarjeta de Debito,Grifos,Miraflores,-12.05893,-76.95898,3.63,1,3,17,3,0
TX_100557,USR_479,BCP,2026-07-15 07:18:05,328.75,Transferencia,Restaurantes,Los Olivos,-12.09236,-76.99129,3.24,0,1,7,2,0
TX_100558,USR_132,Interbank,2026-07-12 18:04:05,126.11,Tarjeta de Credito,Otros,Los Olivos,-12.03255,-76.99484,3.6,1,2,18,6,0
TX_100559,USR_278,BCP,2026-07-08 17:54:05,119.72,Yape,Otros,Miraflores,-12.00976,-77.04159,11.23,0,2,17,2,0
TX_100560,USR_200,Interbank,2026-06-24 19:51:05,37.62,Yape,Casinos,Santiago de Surco,-12.11435,-76.98104,7.79,0,1,19,2,0
TX_100561,USR_367,Banco de la Nacion,2026-07-08 07:31:05,32.27,Plin,Tecnologia,Lima,-12.01082,-77.0945,8.55,0,3,7,2,0
TX_100562,USR_422,BCP,2026-06-23 22:15:05,377.42,Transferencia,Restaurantes,Miraflores,-12.07019,-77.08706,4.86,0,1,22,1,0
TX_100563,USR_164,Scotiabank,2026-07-12 21:17:05,64.59,Tarjeta de Credito,Tecnologia,Santiago de Surco,-12.05189,-76.95323,10.95,0,1,21,6,0
TX_100564,USR_267,Interbank,2026-07-14 21:55:05,74.8,Tarjeta de Debito,Otros,Santiago de Surco,-12.08017,-77.03562,8.83,0,2,21,1,0
TX_100565,USR_429,Scotiabank,2026-07-16 15:12:05,218.96,Plin,Otros,Santiago de Surco,-11.91715,-77.03061,8.33,0,3,15,3,0
TX_100566,USR_142,BCP,2026-07-10 12:48:05,67.06,Tarjeta de Credito,Supermercados,San Isidro,-11.97917,-77.05832,13.3,0,3,12,4,0
TX_100567,USR_143,Scotiabank,2026-07-16 23:57:05,460.68,Transferencia,Supermercados,San Isidro,-12.08438,-77.01088,4.78,1,2,23,3,0
TX_100568,USR_384,Scotiabank,2026-06-27 14:47:05,205.87,Tarjeta de Credito,Supermercados,Santiago de Surco,-11.98874,-77.0896,6.87,0,3,14,5,0
TX_100569,USR_496,BCP,2026-07-06 05:04:05,141.48,Yape,Supermercados,Los Olivos,-11.93786,-77.03993,10.97,1,3,5,0,0
TX_100570,USR_111,Banco de la Nacion,2026-06-24 21:14:05,324.16,Yape,Grifos,San Isidro,-12.04959,-76.99458,8.85,0,1,21,2,0
TX_100571,USR_194,Scotiabank,2026-07-05 10:59:05,12.63,Plin,Supermercados,Miraflores,-11.94251,-77.00687,6.44,0,1,10,6,0
TX_100572,USR_401,Scotiabank,2026-06-22 03:09:05,49.57,Transferencia,Grifos,San Isidro,-12.1114,-76.90007,1.99,0,1,3,0,0
TX_100573,USR_485,Banco de la Nacion,2026-07-12 20:00:05,98.83,Transferencia,Grifos,Los Olivos,-11.9443,-77.02225,7.27,1,3,20,6,0
TX_100574,USR_352,Scotiabank,2026-07-08 04:30:05,43.62,Tarjeta de Credito,Casinos,Lima,-12.01493,-77.0226,6.11,0,3,4,2,0
TX_100575,USR_341,Scotiabank,2026-06-17 22:13:05,209.33,Plin,Grifos,San Isidro,-12.09426,-76.99928,3.19,0,3,22,2,0
TX_100576,USR_134,Scotiabank,2026-06-25 12:52:05,382.38,Transferencia,Grifos,Santiago de Surco,-12.04821,-77.06194,10.34,0,3,12,3,0
TX_100577,USR_314,BBVA,2026-06-20 12:10:05,87.69,Yape,Supermercados,Santiago de Surco,-11.903,-76.92474,4.59,0,2,12,5,0
TX_100578,USR_436,Banco de la Nacion,2026-07-13 16:41:05,67.81,Tarjeta de Credito,Grifos,Santiago de Surco,-11.95411,-76.98555,4.95,0,2,16,0,0
TX_100579,USR_189,Scotiabank,2026-07-07 15:16:05,493.76,Tarjeta de Debito,Tecnologia,Lima,-12.00623,-77.06158,7.47,0,3,15,1,0
TX_100580,USR_363,Banco de la Nacion,2026-06-20 21:30:05,93.28,Yape,Supermercados,Los Olivos,-12.12121,-76.94131,5.79,0,1,21,5,0
TX_100581,USR_192,Interbank,2026-06-20 08:50:05,105.72,Plin,Restaurantes,Miraflores,-12.04555,-77.09313,2.16,0,1,8,5,0
TX_100582,USR_189,Interbank,2026-06-20 01:00:05,70.0,Transferencia,Supermercados,Los Olivos,-12.08424,-76.90349,4.95,1,2,1,5,0
TX_100583,USR_214,Scotiabank,2026-07-13 09:41:05,365.44,Yape,Grifos,Lima,-12.13225,-76.92697,2.23,0,2,9,0,0
TX_100584,USR_204,Banco de la Nacion,2026-07-11 15:28:05,131.23,Tarjeta de Debito,Tecnologia,Santiago de Surco,-12.01445,-76.98407,3.25,0,3,15,5,0
TX_100585,USR_490,Banco de la Nacion,2026-07-16 17:51:05,220.43,Tarjeta de Debito,Supermercados,Los Olivos,-11.9277,-77.07774,0.6,1,3,17,3,0
TX_100586,USR_295,Banco de la Nacion,2026-07-03 12:41:05,255.54,Plin,Tecnologia,Miraflores,-11.9811,-77.05695,3.16,0,3,12,4,0
TX_100587,USR_413,BBVA,2026-07-16 00:09:05,67.75,Yape,Restaurantes,Santiago de Surco,-12.08758,-77.04411,4.48,0,3,0,3,0
TX_100588,USR_213,Interbank,2026-06-25 18:15:05,90.29,Tarjeta de Credito,Otros,Miraflores,-12.0066,-77.05179,6.22,0,3,18,3,0
TX_100589,USR_174,Banco de la Nacion,2026-07-12 18:23:05,288.05,Yape,Restaurantes,San Isidro,-11.91419,-77.0005,11.22,0,1,18,6,0
TX_100590,USR_475,Banco de la Nacion,2026-06-19 05:17:05,72.71,Tarjeta de Debito,Otros,Miraflores,-11.96927,-76.91109,6.23,0,1,5,4,0
TX_100591,USR_316,BBVA,2026-06-19 08:19:05,241.93,Plin,Casinos,Santiago de Surco,-11.97763,-77.01117,7.82,0,3,8,4,0
TX_100592,USR_376,BBVA,2026-07-06 10:30:05,429.51,Plin,Otros,San Isidro,-11.90796,-76.96769,4.7,0,1,10,0,0
TX_100593,USR_348,Banco de la Nacion,2026-07-14 08:15:05,151.41,Tarjeta de Credito,Casinos,Santiago de Surco,-11.95028,-76.96228,8.35,0,3,8,1,1
TX_100594,USR_263,BCP,2026-06-24 17:47:05,208.0,Plin,Supermercados,Santiago de Surco,-12.11584,-76.92568,6.96,0,3,17,2,0
TX_100595,USR_493,Banco de la Nacion,2026-07-05 00:03:05,250.29,Plin,Casinos,San Isidro,-12.06309,-77.09324,5.55,0,2,0,6,0
TX_100596,USR_456,Banco de la Nacion,2026-07-08 20:11:05,284.69,Plin,Tecnologia,Miraflores,-11.90871,-77.01913,3.28,0,1,20,2,1
TX_100597,USR_291,BBVA,2026-06-25 02:40:05,80.39,Plin,Casinos,Lima,-12.02757,-76.94305,4.25,0,1,2,3,0
TX_100598,USR_326,BBVA,2026-06-25 06:48:05,12.89,Plin,Tecnologia,Lima,-12.12209,-76.93703,6.96,0,2,6,3,0
TX_100599,USR_276,Banco de la Nacion,2026-07-13 12:04:05,82.09,Tarjeta de Debito,Otros,Lima,-12.03535,-76.91453,5.27,0,1,12,0,1
TX_100600,USR_198,Banco de la Nacion,2026-07-13 02:01:05,173.02,Yape,Otros,Lima,-11.97575,-76.95944,10.49,0,2,2,0,0
TX_100601,USR_135,Banco de la Nacion,2026-06-21 22:12:05,94.77,Transferencia,Otros,Los Olivos,-11.90061,-77.05097,3.66,1,1,22,6,0
TX_100602,USR_195,BBVA,2026-07-04 11:41:05,212.32,Plin,Casinos,Lima,-12.06902,-76.99887,1.95,0,3,11,5,0
TX_100603,USR_251,Banco de la Nacion,2026-06-19 01:58:05,71.24,Transferencia,Otros,San Isidro,-12.02148,-77.09353,6.67,0,2,1,4,0
TX_100604,USR_250,Banco de la Nacion,2026-07-03 00:39:05,156.07,Transferencia,Casinos,Lima,-11.93008,-76.97061,10.42,0,3,0,4,0
TX_100605,USR_289,Scotiabank,2026-07-10 14:58:05,35.95,Tarjeta de Debito,Casinos,Santiago de Surco,-12.06118,-76.98914,4.76,0,3,14,4,0
TX_100606,USR_323,BCP,2026-07-05 17:21:05,212.57,Plin,Grifos,Lima,-12.12268,-76.96663,7.22,0,1,17,6,0
TX_100607,USR_136,Interbank,2026-07-06 03:22:05,123.35,Transferencia,Grifos,Miraflores,-11.91277,-76.91397,3.63,0,2,3,0,0
TX_100608,USR_367,BCP,2026-06-27 06:18:05,39.24,Plin,Casinos,San Isidro,-12.02789,-76.96254,6.39,0,3,6,5,0
TX_100609,USR_468,Scotiabank,2026-06-23 06:13:05,56.78,Tarjeta de Credito,Tecnologia,San Isidro,-12.0243,-77.03591,8.79,0,3,6,1,0
TX_100610,USR_282,Interbank,2026-07-02 22:31:05,212.11,Tarjeta de Credito,Supermercados,Los Olivos,-11.9947,-77.06025,10.04,0,2,22,3,1
TX_100611,USR_112,Banco de la Nacion,2026-06-27 10:10:05,103.84,Tarjeta de Credito,Restaurantes,Santiago de Surco,-12.14912,-76.92907,2.36,1,1,10,5,0
TX_100612,USR_378,Scotiabank,2026-07-06 07:33:05,41.51,Transferencia,Grifos,San Isidro,-11.91722,-77.06113,4.69,0,3,7,0,0
TX_100613,USR_316,Banco de la Nacion,2026-07-02 17:06:05,517.92,Tarjeta de Credito,Casinos,Miraflores,-12.05964,-77.06768,7.14,0,1,17,3,0
TX_100614,USR_454,BBVA,2026-07-04 04:19:05,193.36,Tarjeta de Debito,Restaurantes,Lima,-12.05077,-77.05868,1.33,0,2,4,5,0
TX_100615,USR_460,Scotiabank,2026-07-02 23:23:05,477.45,Tarjeta de Debito,Grifos,San Isidro,-12.10647,-76.99823,7.66,0,1,23,3,0
TX_100616,USR_385,BBVA,2026-06-19 10:26:05,88.56,Transferencia,Supermercados,Miraflores,-12.05546,-77.07516,6.13,0,2,10,4,0
TX_100617,USR_372,Scotiabank,2026-07-06 17:05:05,101.68,Plin,Tecnologia,Lima,-11.94901,-76.91238,4.13,0,1,17,0,0
TX_100618,USR_468,Scotiabank,2026-06-23 00:02:05,347.35,Yape,Casinos,Los Olivos,-11.95,-76.90675,9.18,0,1,0,1,0
TX_100619,USR_161,BBVA,2026-06-19 17:22:05,116.68,Plin,Supermercados,San Isidro,-11.91605,-76.90524,4.14,0,3,17,4,0
TX_100620,USR_183,Interbank,2026-07-10 19:21:05,189.28,Plin,Grifos,San Isidro,-12.04919,-77.09218,15.42,0,1,19,4,1
TX_100621,USR_467,BCP,2026-06-23 20:53:05,48.59,Plin,Casinos,Miraflores,-11.97282,-76.91076,9.21,0,3,20,1,0
TX_100622,USR_316,Banco de la Nacion,2026-07-16 18:15:05,93.79,Plin,Restaurantes,Santiago de Surco,-12.02319,-76.90052,7.85,0,2,18,3,0
TX_100623,USR_441,Scotiabank,2026-06-27 14:59:05,24.76,Yape,Otros,Los Olivos,-11.94899,-76.91151,1.78,0,2,14,5,0
TX_100624,USR_496,Banco de la Nacion,2026-06-17 21:26:05,39.6,Tarjeta de Credito,Tecnologia,Santiago de Surco,-11.97186,-76.96581,10.83,0,3,21,2,0
TX_100625,USR_286,BBVA,2026-07-03 20:51:05,5.14,Plin,Grifos,San Isidro,-12.05802,-76.95975,8.83,0,1,20,4,0
TX_100626,USR_118,Banco de la Nacion,2026-06-29 20:25:05,11.01,Tarjeta de Debito,Tecnologia,Santiago de Surco,-12.06583,-77.07555,3.61,0,2,20,0,0
TX_100627,USR_276,BBVA,2026-06-26 11:02:05,572.7,Transferencia,Casinos,Lima,-12.08689,-76.92514,4.99,0,2,11,4,0
TX_100628,USR_199,Banco de la Nacion,2026-07-05 20:27:05,46.63,Transferencia,Otros,Los Olivos,-12.00587,-77.08807,3.95,1,2,20,6,0
TX_100629,USR_495,BCP,2026-07-02 10:55:05,168.29,Tarjeta de Debito,Supermercados,Santiago de Surco,-11.90904,-77.03645,14.42,1,3,10,3,0
TX_100630,USR_332,BCP,2026-06-28 23:29:05,279.05,Plin,Tecnologia,Lima,-12.09998,-76.90177,9.81,0,2,23,6,0
TX_100631,USR_175,BCP,2026-07-11 11:56:05,125.0,Yape,Restaurantes,Miraflores,-12.12619,-77.01553,11.54,0,2,11,5,0
TX_100632,USR_364,BCP,2026-06-19 19:35:05,29.93,Tarjeta de Credito,Grifos,Santiago de Surco,-12.12015,-77.07377,8.82,0,2,19,4,0
TX_100633,USR_383,BCP,2026-07-09 18:28:05,200.36,Transferencia,Restaurantes,Los Olivos,-11.95423,-76.90614,5.52,0,2,18,3,0
TX_100634,USR_305,BCP,2026-07-12 03:58:05,142.54,Tarjeta de Credito,Tecnologia,Lima,-12.06247,-76.90317,3.39,0,3,3,6,0
TX_100635,USR_322,BBVA,2026-06-25 11:13:05,202.1,Yape,Otros,Santiago de Surco,-12.09391,-77.06259,3.42,0,3,11,3,0
TX_100636,USR_483,Scotiabank,2026-06-25 14:19:05,225.29,Transferencia,Supermercados,Miraflores,-12.06179,-76.92704,2.87,0,1,14,3,0
TX_100637,USR_151,Banco de la Nacion,2026-07-01 10:32:05,560.81,Tarjeta de Credito,Supermercados,Santiago de Surco,-11.98867,-77.02192,6.29,0,2,10,2,0
TX_100638,USR_438,BCP,2026-07-04 06:31:05,132.84,Yape,Restaurantes,Lima,-12.0133,-77.02373,11.24,1,3,6,5,0
TX_100639,USR_466,BBVA,2026-07-15 21:39:05,67.7,Tarjeta de Credito,Casinos,Santiago de Surco,-11.9641,-77.04746,15.5,0,1,21,2,0
TX_100640,USR_243,BBVA,2026-07-01 07:32:05,161.82,Plin,Casinos,Los Olivos,-12.06523,-77.09106,4.12,0,1,7,2,0
TX_100641,USR_472,BBVA,2026-07-12 00:02:05,15.63,Yape,Otros,San Isidro,-12.03699,-77.0464,7.73,0,2,0,6,0
TX_100642,USR_168,Scotiabank,2026-07-02 01:18:05,346.53,Tarjeta de Credito,Supermercados,Lima,-12.12451,-77.08924,6.74,0,1,1,3,0
TX_100643,USR_198,Banco de la Nacion,2026-07-12 09:07:05,24.07,Plin,Restaurantes,Lima,-12.13174,-76.91513,5.79,0,3,9,6,0
TX_100644,USR_495,Scotiabank,2026-07-12 05:26:05,64.59,Plin,Restaurantes,Lima,-12.03444,-76.96766,7.4,0,1,5,6,0
TX_100645,USR_124,Interbank,2026-07-11 12:29:05,258.72,Yape,Restaurantes,Lima,-12.0746,-76.92268,4.82,0,1,12,5,0
TX_100646,USR_478,BBVA,2026-07-12 05:56:05,141.44,Tarjeta de Debito,Tecnologia,Santiago de Surco,-11.9968,-76.95654,12.02,0,3,5,6,0
TX_100647,USR_152,Interbank,2026-06-25 13:21:05,80.04,Transferencia,Otros,Los Olivos,-12.13925,-77.07374,7.82,0,1,13,3,0
TX_100648,USR_250,BCP,2026-07-06 21:43:05,101.21,Yape,Casinos,Miraflores,-12.11956,-76.91188,8.38,0,1,21,0,0
TX_100649,USR_243,BCP,2026-06-25 01:02:05,294.19,Plin,Casinos,Los Olivos,-11.9337,-76.92002,3.73,0,1,1,3,0
TX_100650,USR_156,Scotiabank,2026-06-29 11:50:05,67.33,Plin,Tecnologia,Lima,-12.00842,-77.03038,3.04,0,1,11,0,0
TX_100651,USR_138,Banco de la Nacion,2026-06-25 03:54:05,310.63,Yape,Grifos,Santiago de Surco,-11.97199,-77.07769,5.01,0,2,3,3,0
TX_100652,USR_208,Interbank,2026-06-28 11:51:05,18.84,Tarjeta de Debito,Tecnologia,Santiago de Surco,-11.93951,-76.95917,8.53,0,2,11,6,0
TX_100653,USR_280,Banco de la Nacion,2026-06-17 18:25:05,229.95,Transferencia,Otros,Lima,-12.03404,-76.95433,11.82,0,3,18,2,0
TX_100654,USR_141,Scotiabank,2026-07-02 21:16:05,287.14,Tarjeta de Credito,Restaurantes,Santiago de Surco,-11.95973,-76.92063,5.28,0,1,21,3,0
TX_100655,USR_285,BCP,2026-07-05 12:45:05,35.1,Yape,Tecnologia,Lima,-12.01885,-77.08947,8.63,0,3,12,6,0
TX_100656,USR_497,Banco de la Nacion,2026-06-30 19:31:05,89.41,Transferencia,Restaurantes,Los Olivos,-12.09431,-77.07166,5.64,0,2,19,1,0
TX_100657,USR_322,Banco de la Nacion,2026-07-12 15:00:05,32.14,Transferencia,Otros,San Isidro,-12.06559,-76.98035,4.18,0,1,15,6,0
TX_100658,USR_221,BCP,2026-07-14 15:14:05,188.93,Plin,Otros,Santiago de Surco,-12.02741,-76.97617,8.2,0,1,15,1,0
